id,listing_date,neighborhood,price,sqm,rooms,bedrooms,bathrooms,floor,elevator,furnishing,heating,energy_class,year_built,nearest_metro,condo_fees,deposit_months,contract_type,description
ML-2025-50252,26/06/2025,isola,€ 409,80,4,3,2,2,True,unfurn.,autonomous,,1943.0,M3,226.0,1,student,"Three-bedroom, with elevator, near metro M3."
ML-2025-56242,2025-01-27,città studi,€ 380,88,3,2,1,4,False,partly furnished,autonomous,F,1982.0,M1,247.0,1,3+2,"Two-bedroom, near metro M1."
ML-2025-03174,2025-05-26,magenta,€ 1040,55,3,2,1,3,False,partly furnished,autonomous,c,,M5,243.0,1,student,"Two-bedroom, in historic building, near metro M5."
ML-2025-82906,26/11/2025,isola,€604,71,2,2,1,ground floor,False,partly furnished,auto.,F,1908.0,M1,,3,4+4,"Two-bedroom, in historic building, near metro M1."
ML-2025-58091,2025-08-23,Corvetto,380,56,3,3,1,4,False,furnished,central,E,1937.0,M5,215.0,2,4+4,"Three-bedroom, near metro M5."
ML-2025-04698,2025-05-23,sempione,787,58 sqm,2,2,1,2,False,partly furnished,central,G,1906.0,M1,243.0,2,3+2,"Two-bedroom, in historic building, near metro M1."
ML-2025-34648,2025-12-12,tortona,804,47 sqm,1,1,1,2,True,partly furnished,central,B,1918.0,M1,206.0,2,4+4,"One-bedroom, in historic building, with elevator, near metro M1."
ML-2025-85358,2024-01-05,porta romana,€1505,109 sqm,5,5,2,6,True,unfurn.,autonomous,E,1909.0,M2,,1,4+4,"Five-bedroom, in historic building, with elevator, near metro M2."
ML-2025-38411,01/11/2025,affori,€ 380,102,5,4,2,1,False,empty,autonomous,C,1968.0,M1,226.0,1,3+2,"Four-bedroom, near metro M1."
ML-2025-28720,01/06/2024,Porta Venezia,1327,84,4,3,2,2,True,partly furn.,centr.,G,2001.0,M1,203.0,1,3+2,"Three-bedroom, with elevator, near metro M1."
ML-2025-27176,20/07/2024,Magenta,€ 1968,140,6,6,2,4th,False,partly furnished,central,C,2010.0,M3,329.0,2,4+4,"Six-bedroom, near metro M3."
ML-2025-17546,2025-12-06,greco,€ 380,66,2,1,1,5,True,unfurnished,autonomous,E,1989.0,M3,191.0,2,4+4,"One-bedroom, with elevator, near metro M3."
ML-2025-54036,2024-12-05,Porta Garibaldi,2717,202,7,6,2,0,True,unfurnished,central,,1952.0,M2,410.0,2,3+2,"Six-bedroom, with elevator, near metro M2."
ML-2025-27708,2025-10-24,Zone Sempione,457,65,3,2,1,ground floor,True,unfurnished,autonomous,G,1901.0,M2,173.0,3,3+2,"Two-bedroom, in historic building, with elevator, near metro M2."
ML-2025-58333,05/07/2025,nolo,447,77,4,3,2,4,True,unfurnished,autonomous,,1939.0,M2,251.0,1,4+4,"Three-bedroom, with elevator, near metro M2."
ML-2025-49801,05/08/2025,città studi,518,61,3,3,1,7,True,furnished,autonomous,F,,M1,202.0,1,4+4,"Three-bedroom, in historic building, with elevator, near metro M1."
ML-2025-65156,2025-11-13,Zone Porta Romana,1436,80,2,1,2,7,True,furnished,autonomous,C,1989.0,M2,,1,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-58755,2025-10-07,Porta Venezia,1575,94,3,3,1,3,False,partly furnished,autonomous,,1945.0,M3,278.0,3,temporary,"Three-bedroom, near metro M3."
ML-2025-05923,2025-04-03,magenta,1313,67,2,1,1,ground floor,False,partly furnished, autonomous,,1911.0,M5,251.0,2,temporary,"One-bedroom, in historic building, near metro M5."
ML-2025-00697,19/07/2025,quadrilatero,€ 4500,130,5,5,2,3,False,furnished,autonomous,F,,M2,352.0,1,3+2,"Five-bedroom, in historic building, near metro M2."
ML-2025-30394,14/10/2025,de angeli,€ 826,76,3,2,2,7,True,partly furnished,autonomous,A3,,M3,193.0,3,3+2,"Two-bedroom, with elevator, near metro M3."
ML-2025-34300,2024-10-13,Porta Romana,898,77 sqm,3,2,1,4,True,unfurnished,autonomous,G,1934.0,M2,215.0,1,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-45145,07/04/2025,Tortona,700,51,1,1,1,7,False,furn.,autonomous,E,1977.0,M3,166.0,1,4+4,"One-bedroom, near metro M3."
ML-2025-70446,2024-11-18,bicocca,380,81 sqm,4,4,2,2,True,empty,central,F,1910.0,M3,171.0,1,4+4,"Four-bedroom, in historic building, with elevator, near metro M3."
ML-2025-97186,16/07/2024,bicocca,380,67,3,2,1,7,True,furnished,central,d,2000.0,M2,,1,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-75030,2025-05-16,Isola,380,57,2,2,1,0,False,furnished,auto.,D,1941.0,M1,192.0,2,4+4,"Two-bedroom, near metro M1."
ML-2025-36612,2025-06-26,Porta Garibaldi,€1005,53,2,1,1,6,True,partly,autonomous,G,1977.0,M5,205.0,3,4+4,"One-bedroom, with elevator, near metro M5."
ML-2025-23438,2025-06-16,lorenteggio,380,178,6,5,3,ground floor,False,unfurnished,autonomous,G,1907.0,,307.0,1,student,"Five-bedroom, in historic building."
ML-2025-35615,25/01/2025,Zone Bocconi,819,64,2,2,1,6,True,furnished,autonomous,F,2017.0,M3,226.0,2,3+2,"Two-bedroom, with elevator, near metro M3."
ML-2025-24647,24/03/2025,lambrate,380,42,2,1,1,1,True,unfurnished,autonomous,G,1996.0,M2,140.0,1,temporary,"One-bedroom, with elevator, near metro M2."
ML-2025-56022,2025-02-03,Greco,380,55,2,1,1,7,True,unfurnished,autonomous,C,,M1,192.0,2,3+2,"One-bedroom, with elevator, near metro M1."
ML-2025-67966,2025-09-06,bicocca,€ 380,69,3,2,1,1,False,unfurnished,autonomous,G,,,,1,temporary,Two-bedroom.
ML-2025-26213,19/06/2025,Quadrilatero,€ 4331,85,3,3,2,4th,False,furnished,central,,1953.0,M2,289.0,1,4+4,"Three-bedroom, near metro M2."
ML-2025-60957,04/02/2025,Tortona,1016,85,3,3,1,4,False,furnished,autonomous,G,,M2,252.0,1,4+4,"Three-bedroom, near metro M2."
ML-2025-36983,2024-08-20,Zone Brera,€2828,89 sqm,4,4,1,3,True,unfurnished,autonomous,,2002.0,M1,247.0,2,3+2,"Four-bedroom, with elevator, near metro M1."
ML-2025-49716,11/06/2024,Città Studi,€ 380,56,3,2,1,7,False,unfurnished,autonomous,,1968.0,M3,220.0,1,3+2,"Two-bedroom, near metro M3."
ML-2025-23833,2024-09-09,corvetto,€ 380,79 sqm,3,2,1,3,False,partly furnished,central,F,1919.0,M2,230.0,1,4+4,"Two-bedroom, in historic building, near metro M2."
ML-2025-54653,15/12/2025,Porta Garibaldi,1157,52,2,1,1,ground floor,False,furnished,central,G,1905.0,M3,204.0,1,3+2,"One-bedroom, in historic building, near metro M3."
ML-2025-09103,08/12/2025,Isola,380,56,2,2,1,0,False,partly furnished,central,A3,1945.0,M1,164.0,3,4+4,"Two-bedroom, near metro M1."
ML-2025-49945,14/06/2025,centro storico,1446,51,2,1,1,3th,False,partly furnished,heat pump,E,1903.0,M2,,1,4+4,"One-bedroom, in historic building, near metro M2."
ML-2025-44639,2025-01-21,corvetto,380,46 sqm,2,1,1,3,False,furn.,autonomous,F,2021.0,M1,153.0,3,student,"One-bedroom, near metro M1."
ML-2025-40721,2025-01-15,brera,€ 3211,102 sqm,4,3,1,6,True,furnished,autonomous,D,1929.0,M3,279.0,1,3+2,"Three-bedroom, in historic building, with elevator, near metro M3."
ML-2025-90217,2025-02-27,Centro Storico,2620,89,4,4,1,0,False,unfurnished,central,D,,M2,263.0,1,4+4,"Four-bedroom, in historic building, near metro M2."
ML-2025-78786,2024-01-14,porta venezia,€ 1261,99 sqm,4,3,1,0,True,partly furnished,autonomous,F,1970.0,M2,266.0,2,4+4,"Three-bedroom, with elevator, near metro M2."
ML-2025-57315,22/08/2025,centro storico,1400,71 sqm,3,3,1,7,False,furnished,central,,,M5,212.0,1,student,"Three-bedroom, in historic building, near metro M5."
ML-2025-88857,2025-12-14,Zone Isola,489,92 sqm,4,4,2,first,True,furnished,autonomous,,1947.0,M2,205.0,2,student,"Four-bedroom, with elevator, near metro M2."
ML-2025-65856,2024-10-23,porta garibaldi,€ 1022,38 sqm,1,1,1,5,True,unfurn.,autonomous,G,1917.0,M2,128.0,1,4+4,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-63984,26/09/2025,magenta,1848,95 sqm,3,2,1,2,True,partly furnished,autonomous,C,1930.0,M3,266.0,1,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-48100,2025-04-24,centro storico,2432,74,3,3,2,4,True,furnished,autonomous,D,1991.0,M2,178.0,1,3+2,"Three-bedroom, with elevator, near metro M2."
ML-2025-26974,2024-09-02,brera,2935,87,4,3,1,0,True,furnished,central,,,M3,273.0,2,4+4,"Three-bedroom, with elevator, near metro M3."
ML-2025-29923,2024-07-05,Zone Navigli,898,80 sqm,4,3,2,2,False,furnished, autonomous,e,1906.0,M5,242.0,2,3+2,"Three-bedroom, in historic building, near metro M5."
ML-2025-97441,26/05/2025,Zone Centro Storico,€ 1332,50,2,2,2,0,False,partly furnished,autonomous,,2009.0,M3,195.0,1,4+4,"Two-bedroom, near metro M3."
ML-2025-67839,22/01/2025,bocconi,1052,41,2,1,2,4,True,unfurnished,autonomous,,1917.0,M1,197.0,2,4+4,"One-bedroom, in historic building, with elevator, near metro M1."
ML-2025-08823,2025-07-16,Zone Porta Venezia,789,55,2,2,1,4th,True,unfurnished,central,,1941.0,M1,,2,3+2,"Two-bedroom, with elevator, near metro M1."
ML-2025-23522,2025-06-18,porta romana,972,85,3,3,1,7,False,partly furnished,centr.,F,1910.0,M5,250.0,2,4+4,"Three-bedroom, in historic building, near metro M5."
ML-2025-95205,02/07/2025,Navigli,€699,89,3,3,1,3,False,unfurnished,central,F,1902.0,M1,,1,3+2,"Three-bedroom, in historic building, near metro M1."
ML-2025-20841,14/06/2025,Isola,380,43,1,1,1,6,True,partly furnished,auto.,F,1935.0,M2,113.0,2,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-55599,2025-10-02,Centro Storico,1197,50,3,3,1,ground floor,False,furnished,autonomous,F,2013.0,M5,197.0,1,4+4,"Three-bedroom, near metro M5."
ML-2025-35333,2024-11-17,Brera,€2018,54,3,3,2,3,True,furnished,autonomous,,,M3,216.0,1,student,"Three-bedroom, with elevator, near metro M3."
ML-2025-71015,2024-07-16,Zone De Angeli,€ 470,62 sqm,3,2,1,2,False,furnished, autonomous,F,1958.0,M1,213.0,1,4+4,"Two-bedroom, near metro M1."
ML-2025-86113,2025-05-18,centro storico,1211,43,1,1,1,2,False,furnished,autonomous,G,,M3,188.0,2,4+4,"One-bedroom, near metro M3."
ML-2025-42354,2024-04-19,porta garibaldi,1087,43,2,1,1,6th,True,partly furnished,central,G,1911.0,M2,185.0,1,4+4,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-01025,2025-11-27,porta garibaldi,€1228,53,2,1,1,2,True,unfurnished,autonomous,G,,M5,213.0,1,temporary,"One-bedroom, with elevator, near metro M5."
ML-2025-35709,2024-07-15,magenta,1473,72,3,3,1,ground floor,False,furnished,auto.,B,1962.0,M2,221.0,1,3+2,"Three-bedroom, near metro M2."
ML-2025-02200,2024-12-22,Isola,380,46,2,2,1,0,True,partly furnished,autonomous,E,1956.0,M2,189.0,1,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-22330,2025-09-13,bicocca,380,67 sqm,3,2,2,2,True,unfurnished, autonomous,E,,M1,146.0,1,4+4,"Two-bedroom, with elevator, near metro M1."
ML-2025-38530,2024-07-21,De Angeli,€ 701,101 sqm,5,4,1,7,True,unfurnished,autonomous,,1935.0,M1,206.0,1,3+2,"Four-bedroom, with elevator, near metro M1."
ML-2025-11224,2024-01-08,Porta Romana,588,44 sqm,2,2,1,4,False,furnished,central,F,1990.0,M2,165.0,2,temporary,"Two-bedroom, near metro M2."
ML-2025-03556,2025-09-12,Zone Magenta,1402,65,2,2,1,6,True,partly furn.,central,D,,M3,233.0,1,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-31277,2024-06-17,porta venezia,€ 1623,100,4,4,1,2,True,unfurnished,central,F,,M2,251.0,2,4+4,"Four-bedroom, with elevator, near metro M2."
ML-2025-02614,27/02/2025,Porta Garibaldi,€ 968,60,2,2,1,4,False,partly furnished,central,G,1921.0,M5,220.0,1,3+2,"Two-bedroom, in historic building, near metro M5."
ML-2025-25451,25/05/2025,Bocconi,796,57 sqm,2,1,1,7,False,partly furnished,autonomous,e,2023.0,M1,169.0,1,4+4,"One-bedroom, near metro M1."
ML-2025-11711,08/06/2024,Porta Venezia,€ 2039,105,5,4,1,7,True,unfurnished,central,,1960.0,M2,261.0,2,3+2,"Four-bedroom, with elevator, near metro M2."
ML-2025-53370,12/11/2024,Zone Magenta,1216,63 sqm,3,3,1,3,True,furn.,central,,1970.0,M2,216.0,1,4+4,"Three-bedroom, with elevator, near metro M2."
ML-2025-79921,2024-08-03,Zone Quarto Oggiaro,380,103,4,3,2,5,True,unfurnished,autonomous,G,,M3,189.0,1,3+2,"Three-bedroom, with elevator, near metro M3."
ML-2025-85722,19/05/2025,Centro Storico,€1952,81,3,2,1,7th,True,furnished,central,C,1939.0,M2,,1,temporary,"Two-bedroom, with elevator, near metro M2."
ML-2025-62126,02/12/2025,isola,380,62 sqm,3,3,2,6,True,partly furnished,heatpump,G,1940.0,M2,133.0,1,student,"Three-bedroom, with elevator, near metro M2."
ML-2025-08360,2025-08-01,bocconi,1296,83,4,4,1,7,True,furnished,central,A3,1971.0,M1,,2,3+2,"Four-bedroom, with elevator, near metro M1."
ML-2025-07301,2025-12-21,quadrilatero,4045,78,3,2,1,0,True,furnished,autonomous,,1958.0,M3,242.0,2,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-74697,2025-06-13,centro storico,€ 2692,100,4,4,1,4th,False,unfurnished,autonomous,,1935.0,M5,254.0,1,3+2,"Four-bedroom, near metro M5."
ML-2025-74773,05/11/2025,quadrilatero,3063,58 sqm,2,1,1,6,True,empty,central,,2021.0,M3,261.0,1,temporary,"One-bedroom, with elevator, near metro M3."
ML-2025-26755,2025-10-21,Quarto Oggiaro,380,71 sqm,3,2,1,5,True,unfurnished,central,D,2015.0,M3,138.0,1,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-99217,2025-09-21,Zone Centro Storico,€ 2091,69 sqm,2,1,1,first,False,partly furnished,autonomous,F,1966.0,M3,,2,4+4,"One-bedroom, near metro M3."
ML-2025-64108,23/12/2025,quadrilatero,4223,90,4,3,2,4,True,partly furnished,autonomous,G,1918.0,M3,239.0,1,4+4,"Three-bedroom, in historic building, with elevator, near metro M3."
ML-2025-43773,22/07/2025,centro storico,1211,49,3,2,2,1,False,partly furnished,autonomous,F,1931.0,M3,,1,3+2,"Two-bedroom, near metro M3."
ML-2025-62725,15/02/2024,Zone Brera,3306,100 sqm,3,2,2,0,True,unfurnished,autonomous,,2014.0,M1,311.0,2,4+4,"Two-bedroom, with elevator, near metro M1."
ML-2025-01875,2025-05-26,Zone Città Studi,380,82,3,3,1,ground floor,False,unfurnished,central,,1941.0,M2,257.0,2,4+4,"Three-bedroom, near metro M2."
ML-2025-73749,2025-01-16,porta venezia,858,44,2,1,1,7,True,partly furnished,autonomous,G,1942.0,M5,218.0,2,3+2,"One-bedroom, with elevator, near metro M5."
ML-2025-22069,19/04/2025,tortona,€ 1089,107 sqm,4,3,1,2,True,furnished,autonomous,E,,M5,246.0,2,student,"Three-bedroom, with elevator, near metro M5."
ML-2025-01524,04/09/2025,Nolo,820,153 sqm,7,6,3,3,False,furnished,central,G,1917.0,M3,,1,4+4,"Six-bedroom, in historic building, near metro M3."
ML-2025-62536,2024-02-15,Zone De Angeli,€1039,99 sqm,4,3,2,2,True,furnished,autonomous,G,1999.0,M2,,1,4+4,"Three-bedroom, with elevator, near metro M2."
ML-2025-00138,08/08/2025,centro storico,€2013,115,5,5,3,7,True,unfurnished,central,E,1946.0,M3,261.0,2,student,"Five-bedroom, with elevator, near metro M3."
ML-2025-02608,2025-08-22,De Angeli,€ 579,72,3,2,2,7,True,unfurnished,autonomous,,,M1,193.0,2,student,"Two-bedroom, with elevator, near metro M1."
ML-2025-16874,2024-07-19,città studi,380,39 sqm,2,1,1,5,True,furnished,autonomous,F,1986.0,M1,167.0,1,4+4,"One-bedroom, with elevator, near metro M1."
ML-2025-95465,2025-09-19,Quadrilatero,2377,37 sqm,3,2,1,6,True,furnished,central,,1943.0,M2,168.0,1,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-98037,21/06/2025,bicocca,€ 380,77,3,2,1,0,True,furnished,auto.,F,1956.0,M2,,1,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-42056,2025-08-17,de angeli,€ 380,57,2,1,1,7,True,unfurnished,autonomous,G,1998.0,M2,195.0,2,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-34167,2025-09-03,porta romana,728,51,1,1,1,3,False,furnished, autonomous,,,M3,199.0,1,4+4,"One-bedroom, near metro M3."
ML-2025-42671,2025-08-07,quarto oggiaro,€ 380,68,3,3,1,3,False,partly furnished,central,,1902.0,M3,169.0,2,3+2,"Three-bedroom, in historic building, near metro M3."
ML-2025-62525,26/09/2025,isola,€737,87 sqm,4,4,1,1,True,partly furnished,autonomous,E,2022.0,M1,231.0,2,temporary,"Four-bedroom, with elevator, near metro M1."
ML-2025-57547,19/10/2025,nolo,380,42,1,1,1,3,False,partly furnished,autonomous,F,1966.0,M2,141.0,2,3+2,"One-bedroom, near metro M2."
ML-2025-30801,26/05/2024,lorenteggio,€380,60,2,1,1,1,True,partly furnished,autonomous ,D,1942.0,M3,127.0,2,temporary,"One-bedroom, with elevator, near metro M3."
ML-2025-25240,2024-11-02,Navigli,€1085,119,5,4,2,6,True,partly furnished,central,,1906.0,M5,286.0,1,3+2,"Four-bedroom, in historic building, with elevator, near metro M5."
ML-2025-48782,06/04/2025,lambrate,€ 380,48,2,2,1,4,False,unfurnished,central,D,1907.0,M5,146.0,1,4+4,"Two-bedroom, in historic building, near metro M5."
ML-2025-28756,18/01/2025,magenta,1870,95,4,4,2,4th,False,unfurnished,central,F,1963.0,M1,255.0,1,4+4,"Four-bedroom, near metro M1."
ML-2025-43789,2025-12-02,lambrate,380,59,2,2,1,ground floor,True,partly furnished,central,E,1937.0,M2,124.0,2,temporary,"Two-bedroom, with elevator, near metro M2."
ML-2025-02853,2025-11-02,Zone Nolo,€ 414,85,3,2,1,5th,False,unfurnished,central,G,2000.0,M3,186.0,3,3+2,"Two-bedroom, near metro M3."
ML-2025-18806,2024-05-10,porta venezia,1847,103 sqm,4,3,1,3,False,furnished,autonomous ,,1907.0,M1,286.0,2,4+4,"Three-bedroom, in historic building, near metro M1."
ML-2025-96962,2024-03-19,isola,€ 739,91,4,3,2,3,True,furnished,autonomous,F,,M3,201.0,1,4+4,"Three-bedroom, with elevator, near metro M3."
ML-2025-35823,2024-03-26,Zone Magenta,€ 1636,96,3,3,1,3th,False,empty,central,C,1915.0,M2,255.0,1,3+2,"Three-bedroom, in historic building, near metro M2."
ML-2025-43351,2025-07-27,brera,1887,47,2,1,1,0,False,partly furnished,centr.,,1911.0,M3,,1,4+4,"One-bedroom, in historic building, near metro M3."
ML-2025-19064,12/12/2025,Centro Storico,2466,103,4,3,1,3,False,unfurnished,central,E,1935.0,M1,260.0,2,temporary,"Three-bedroom, near metro M1."
ML-2025-87374,20/04/2025,magenta,1199,52,3,3,1,5,False,furnished,heat pump,F,1938.0,M2,196.0,2,4+4,"Three-bedroom, near metro M2."
ML-2025-27968,09/09/2024,centro storico,2059,77 sqm,3,2,1,2,True,unfurnished,central,G,2019.0,M2,244.0,2,3+2,"Two-bedroom, with elevator, near metro M2."
ML-2025-29352,2025-05-20,quadrilatero,3942,77,3,2,1,2,False,partly furnished,auto.,E,1985.0,M2,258.0,1,4+4,"Two-bedroom, near metro M2."
ML-2025-41728,2024-07-25,sempione,€ 954,83,4,4,2,ground floor,True,partly furnished,centr.,d,1922.0,M1,211.0,2,4+4,"Four-bedroom, in historic building, with elevator, near metro M1."
ML-2025-80819,2025-08-18,bocconi,960,79 sqm,4,4,1,5,False,unfurnished,auto.,D,,M2,206.0,1,temporary,"Four-bedroom, near metro M2."
ML-2025-79553,04/10/2024,sempione,580,52,1,1,1,4,True,furnished,central,,1992.0,M2,220.0,2,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-18304,2024-09-08,magenta,1007,44,1,1,1,1,False,furnished,central,D,,M1,176.0,2,4+4,"One-bedroom, near metro M1."
ML-2025-19642,26/03/2024,affori,380,95,4,3,2,2,True,partly furn.,central,D,1922.0,M2,216.0,2,4+4,"Three-bedroom, in historic building, with elevator, near metro M2."
ML-2025-25510,2024-02-22,nolo,€380,75,3,2,2,1,True,furnished,autonomous,,1951.0,M1,196.0,1,4+4,"Two-bedroom, with elevator, near metro M1."
ML-2025-19574,22/07/2025,Zone Brera,2540,105,4,4,1,4,True,partly furnished,central,E,1977.0,M5,294.0,1,4+4,"Four-bedroom, with elevator, near metro M5."
ML-2025-50073,2025-05-02,Zone Quadrilatero,3499,69 sqm,3,2,1,5,True,furnished,heat pump,E,2008.0,M1,170.0,3,4+4,"Two-bedroom, with elevator, near metro M1."
ML-2025-24736,2025-04-11,bocconi,730,43 sqm,2,1,1,4,True,partly furnished,autonomous,E,1970.0,M3,203.0,2,4+4,"One-bedroom, with elevator, near metro M3."
ML-2025-07255,14/03/2025,quadrilatero,€4500,98,4,4,1,1,True,furnished,autonomous,F,1945.0,M2,264.0,2,3+2,"Four-bedroom, with elevator, near metro M2."
ML-2025-78933,2025-11-22,Porta Garibaldi,€ 1420,61 sqm,2,1,1,first,False,unfurnished,central,F,2014.0,M2,174.0,1,temporary,"One-bedroom, near metro M2."
ML-2025-34242,2025-02-03,lorenteggio,380,79,3,3,1,6th,True,unfurnished,central,E,1935.0,M5,165.0,1,4+4,"Three-bedroom, with elevator, near metro M5."
ML-2025-24731,21/02/2025,centro storico,1705,56,2,2,1,3th,False,partly furnished,central,G,1998.0,M3,205.0,2,temporary,"Two-bedroom, near metro M3."
ML-2025-14335,2024-05-17,centro storico,€2692,124,5,5,2,3,True,partly furnished,central,E,1986.0,M3,,2,student,"Five-bedroom, with elevator, near metro M3."
ML-2025-81944,16/03/2025,Lorenteggio,380,52 sqm,2,1,1,2,False,furnished,autonomous,G,1967.0,M1,155.0,1,3+2,"One-bedroom, near metro M1."
ML-2025-60200,24/01/2024,nolo,432,62,1,1,1,7,True,furnished,autonomous,F,1997.0,M1,159.0,1,3+2,"One-bedroom, with elevator, near metro M1."
ML-2025-32266,22/03/2025,Zone Quadrilatero,€ 3442,73,4,4,1,1,True,furnished,central,E,1945.0,M1,260.0,2,4+4,"Four-bedroom, with elevator, near metro M1."
ML-2025-82795,20/05/2025,Affori,380,48,2,1,1,6,True,unfurnished,autonomous,F,1917.0,,123.0,1,4+4,"One-bedroom, in historic building, with elevator."
ML-2025-30292,2024-06-14,Zone De Angeli,€523,79,3,3,1,6,True,unfurnished,autonomous,C,1916.0,M5,200.0,1,student,"Three-bedroom, in historic building, with elevator, near metro M5."
ML-2025-24976,27/07/2024,porta garibaldi,€ 2037,123,6,5,3,1,False,furnished,autonomous,,1927.0,M2,293.0,2,student,"Five-bedroom, in historic building, near metro M2."
ML-2025-37827,23/02/2025,Zone Città Studi,380,59,2,1,1,0,False,partly,autonomous,F,1971.0,M2,206.0,2,4+4,"One-bedroom, near metro M2."
ML-2025-03918,2025-12-09,porta romana,€956,80,3,3,1,1,False,furnished,autonomous,C,1911.0,M1,231.0,1,4+4,"Three-bedroom, in historic building, near metro M1."
ML-2025-44812,22/07/2025,centro storico,1044,28 sqm,1,1,1,2,False,furnished,central,e,1916.0,M2,156.0,3,4+4,"One-bedroom, in historic building, near metro M2."
ML-2025-75089,2025-05-16,nolo,380,69,3,2,1,3,False,furnished,autonomous,F,1912.0,M1,191.0,3,4+4,"Two-bedroom, in historic building, near metro M1."
ML-2025-41978,25/09/2025,Zone Porta Romana,€707,63,2,2,1,4,False,unfurnished,central,B,1951.0,M2,237.0,2,student,"Two-bedroom, near metro M2."
ML-2025-58070,2025-12-11,Bocconi,€ 969,53,2,2,1,3,False,furnished,autonomous,,2004.0,M5,,2,4+4,"Two-bedroom, near metro M5."
ML-2025-39437,2025-01-22,de angeli,706,102,5,4,3,3th,True,partly furnished,central,G,1900.0,M2,258.0,2,3+2,"Four-bedroom, in historic building, with elevator, near metro M2."
ML-2025-82292,2025-07-08,centro storico,1439,62,3,2,1,7,True,unfurnished,autonomous,E,1982.0,M1,,1,temporary,"Two-bedroom, with elevator, near metro M1."
ML-2025-99775,2025-11-25,Nolo,€ 380,66 sqm,3,2,1,7th,False,unfurnished,auto.,C,1918.0,M2,253.0,1,4+4,"Two-bedroom, in historic building, near metro M2."
ML-2025-54244,05/03/2025,porta venezia,941,61 sqm,3,2,1,0,False,furnished,autonomous,,1902.0,M2,222.0,1,3+2,"Two-bedroom, in historic building, near metro M2."
ML-2025-69311,05/11/2025,De Angeli,380,36 sqm,2,1,1,6,True,partly furnished,heat pump,f,2023.0,M1,155.0,1,4+4,"One-bedroom, with elevator, near metro M1."
ML-2025-60914,2025-08-27,Zone Porta Romana,€ 494,47 sqm,2,1,1,2,True,partly,central,,1914.0,M5,178.0,3,4+4,"One-bedroom, in historic building, with elevator, near metro M5."
ML-2025-88161,2025-01-08,città studi,573,98 sqm,4,3,1,ground floor,False,unfurnished,central,,1906.0,M2,256.0,3,4+4,"Three-bedroom, in historic building, near metro M2."
ML-2025-90560,15/11/2025,Tortona,€ 413,33,1,1,1,7,True,furnished,autonomous,G,1905.0,M2,74.0,2,4+4,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-89362,13/01/2025,Zone Navigli,€662,54,3,2,1,4,True,furnished,auto.,,,M3,216.0,2,3+2,"Two-bedroom, in historic building, with elevator, near metro M3."
ML-2025-06976,2025-09-22,Bocconi,€1223,61 sqm,2,1,1,4th,False,furnished,heat pump,C,1952.0,M1,169.0,3,4+4,"One-bedroom, near metro M1."
ML-2025-42693,2025-07-07,sempione,€ 1645,129 sqm,5,5,3,3th,True,furnished,autonomous,d,1972.0,M1,290.0,2,temporary,"Five-bedroom, with elevator, near metro M1."
ML-2025-50108,2024-10-10,tortona,928,92,3,2,1,ground floor,True,unfurnished,centr.,E,1905.0,M3,203.0,1,3+2,"Two-bedroom, in historic building, with elevator, near metro M3."
ML-2025-77520,2025-04-25,sempione,€ 616,58 sqm,2,1,1,ground floor,True,furnished,central,C,1917.0,M1,,3,student,"One-bedroom, in historic building, with elevator, near metro M1."
ML-2025-56460,2024-02-25,corvetto,€380,111,4,4,2,2,True,partly furnished,central,E,1990.0,M1,240.0,2,3+2,"Four-bedroom, with elevator, near metro M1."
ML-2025-47075,05/06/2024,isola,564,54 sqm,2,2,1,6,True,unfurnished,autonomous ,G,1921.0,M5,208.0,1,3+2,"Two-bedroom, in historic building, with elevator, near metro M5."
ML-2025-53326,2025-09-14,Porta Garibaldi,2242,100 sqm,5,4,1,2,True,unfurnished,autonomous,C,1920.0,M3,,1,4+4,"Four-bedroom, in historic building, with elevator, near metro M3."
ML-2025-59468,2024-07-13,centro storico,1219,44,2,2,1,3th,False,partly furnished,autonomous,G,1968.0,M1,242.0,2,4+4,"Two-bedroom, near metro M1."
ML-2025-60338,14/02/2024,Bicocca,€ 380,102 sqm,4,4,2,4,False,furn.,hp,G,2023.0,M5,229.0,1,temporary,"Four-bedroom, near metro M5."
ML-2025-73450,2025-08-15,Zone Porta Garibaldi,1400,61,2,2,1,2,True,furnished,centr.,,,M1,200.0,2,3+2,"Two-bedroom, in historic building, with elevator, near metro M1."
