id,listing_date,neighborhood,price,sqm,rooms,bedrooms,bathrooms,floor,elevator,furnishing,heating,energy_class,year_built,nearest_metro,condo_fees,deposit_months,contract_type,description
ML-2025-00244,25/02/2025,tortona,1650,80,5,4,1,8th,True,partly furnished,central,B,2016.0,M2,60.0,2,4+4,"Apartment, recently built, with elevator, near metro M2."
ML-2025-01245,11/12/2024,Affori,600,48,2,1,1,2th,False,furnished,autonomous,G,1926.0,M3,110.0,3,4+4,"One-bedroom, in historic building, near metro M3."
ML-2025-02467,14/11/2024,Tortona,1200,69,2,1,2,6th,True,unfurnished,central,E,2003.0,M2,240.0,1,student,"One-bedroom, with elevator, near metro M2."
ML-2025-01679,2025-01-31,Magenta,1500,54,2,1,1,3,True,furnished,central,A,2022.0,M2,160.0,2,4+4,"One-bedroom, recently built, with elevator, near metro M2."
ML-2025-01079,2024-12-15,Navigli,2350,85,3,2,1,4th,True,furnished,autonomous,F,1906.0,M2,130.0,3,4+4,"Two-bedroom, in historic building, with elevator, near metro M2."
ML-2025-02476,2024-12-23,Quarto Oggiaro,550,59,2,1,1,5,True,empty,autonomous,G,1926.0,M3,260.0,2,3+2,"One-bedroom, in historic building, with elevator, near metro M3."
ML-2025-00293,03/06/2025,Greco,600,40,1,1,1,1st,True,partly furnished,autonomous,,2000.0,M1,220.0,3,4+4,"Apartment, with elevator, near metro M1."
ML-2025-00634,2024-11-04,Bocconi,550,27,1,1,1,ground,False,unfurnished,heat pump,,1935.0,M3,90.0,2,3+2,"Studio, in historic building, near metro M3."
ML-2025-01223,02/06/2025,NoLo,700,48,1,1,1,2th,False,unfurnished,autonomous,,1926.0,M2,100.0,2,4+4,"Apartment, in historic building, near metro M2."
ML-2025-02131,2024-12-21,Magenta,1900,63,4,3,1,4,True,furn.,heat pump,F,1925.0,M2,220.0,2,4+4,"Apartment, in historic building, with elevator, near metro M2."
ML-2025-02085,27/11/2024,Bocconi,1700,88,4,3,2,3,False,unfurnished,autonomous,F,1939.0,M3,290.0,1,temporary,"Apartment, in historic building, near metro M3."
ML-2025-01116,11/10/2024,Sempione,2000,83,5,4,1,3,False,partly furnished,central,E,1957.0,M1,200.0,3,4+4,
ML-2025-00277,2024-11-28,Greco,900,56,3,2,1,7,True,furnished,central,D,1996.0,,110.0,1,temporary,
ML-2025-00686,2025-03-24,Bocconi,1150,38,1,1,1,1,True,furnished,autonomous,D,1990.0,M3,50.0,3,3+2,"Studio, with elevator, near metro M3."
ML-2025-00476,05/10/2024,Lorenteggio,1300,92,4,3,1,2,True,FURNISHED,autonomous,C,2012.0,,200.0,3,3+2,"Apartment, recently built, with elevator."
ML-2025-00762,2025-01-30,Isola,2700,120,5,4,2,4,True,unfurnished,autonomous,,1988.0,M5,120.0,2,4+4,"Large apartment, with elevator, near metro M5."
ML-2025-00867,2024-10-15,Porta Romana,€ 2750,97 sqm,3,2,2,5,True,furnished,autonomous,E,1996.0,M3,,3,3+2,"Two-bedroom, with elevator, near metro M3."
ML-2025-02440,26/10/2024,Porta Romana,2650,102,4,3,1,6,True,unfurnished,autonomous,A2,2015.0,M3,60.0,3,3+2,"Large apartment, recently built, with elevator, near metro M3."
ML-2025-01806,2025-02-15,Affori,1250,112,6,5,2,3th,False,unfurnished,autonomous,G,,M3,220.0,1,student,"Large apartment, in historic building, near metro M3."
ML-2025-00303,2025-01-03,Bocconi,2100,87,5,4,2,5th,True,unfurnished,autonomous,,2002.0,M3,50.0,1,temporary,"Apartment, with elevator, near metro M3."
ML-2025-01356,2024-12-13,Quarto Oggiaro,450,45,2,1,1,1st,False,furnished,heat pump,G,1936.0,M3,,3,4+4,"One-bedroom, in historic building, near metro M3."
ML-2025-01242,31/10/2024,Affori,1500,111,5,4,2,2,True,unfurnished,central,D,1982.0,M3,160.0,2,4+4,"Large apartment, with elevator, near metro M3."
ML-2025-01468,2024-10-16,NoLo,1550,103,4,3,1,3th,False,unfurnished,autonomous,G,1929.0,M2,,3,4+4,"Large apartment, in historic building, near metro M2."
ML-2025-00186,2024-11-06,Lambrate,700,47,3,2,1,first,False,furnished,central,F,1943.0,M2,250.0,2,4+4,"Two-bedroom, in historic building, near metro M2."
ML-2025-00705,2025-01-23,Quadrilatero,4000,93,5,4,2,5th,True,furnished,central,G,1928.0,M3,80.0,2,3+2,"Apartment, in historic building, with elevator, near metro M3."
ML-2025-01138,06/11/2024,Città Studi,1650,84,5,4,2,1st,False,furnished,autonomous,,1944.0,M2,180.0,1,temporary,"Apartment, in historic building, near metro M2."
ML-2025-02314,2024-11-14,Lambrate,900,64,4,3,1,7,True,unfurnished,central,C,1998.0,M2,110.0,2,4+4,"Apartment, with elevator, near metro M2."
ML-2025-01298,22/01/2025,porta venezia,2500,118,5,4,2,GF,False,unfurnished,autonomous,G,,M1,300.0,3,4+4,"Large apartment, in historic building, near metro M1."
ML-2025-00995,2024-10-08,Porta Garibaldi,2950,96,5,4,2,first,True,furnished,autonomous,E,1983.0,M5,60.0,3,3+2,"Apartment, with elevator, near metro M5."
ML-2025-00671,2024-12-20,Magenta,€ 1850,72 sqm,3,2,1,2,True,furnished,central,D,1989.0,M2,,1,temporary,
ML-2025-01547,2025-02-13,Greco,1400,81,5,4,1,7,True,furn.,autonomous,,2003.0,M1,110.0,2,4+4,
ML-2025-00625,2025-02-11,Bicocca,650,39,2,1,1,GF,True,unfurnished,central,B,2023.0,M5,170.0,2,4+4,
ML-2025-01658,2025-01-20,Isola,2000,95,4,3,2,3,False,partly furnished,CENTR.,G,1950.0,M5,180.0,1,temporary,"Apartment, near metro M5."
ML-2025-00257,02/12/2024,Corvetto,2000,154,4,3,2,3,True,unfurnished,autonomous,D,2008.0,M3,150.0,1,temporary,"Large apartment, with elevator, near metro M3."
ML-2025-00053,2025-01-02,Corvetto,1350,92,4,3,1,4,True,furn.,autonomous,F,1943.0,M3,90.0,3,4+4,"Apartment, in historic building, with elevator, near metro M3."
ML-2025-00905,2025-01-31,NoLo,750,47,3,2,1,3,False,furnished,autonomous,F,1956.0,M1,220.0,3,4+4,"Two-bedroom, near metro M1."
ML-2025-00283,2025-03-27,Tortona,€ 3000,127,5,4,2,3,False,furnished,Autonomous,,1931.0,M2,,3,3+2,"Large apartment, in historic building, near metro M2."
ML-2025-00203,2025-03-16,Magenta,2900,125,6,5,2,1st,False,partly furnished,autonomous,G,1956.0,M1,240.0,2,3+2,"Large apartment, near metro M1."
ML-2025-00239,2025-03-20,Bicocca,1900,137,5,4,2,3th,True,partly furnished,autonomous,G,,M5,100.0,3,4+4,"Large apartment, in historic building, with elevator, near metro M5."
ML-2025-00912,2025-01-08,Isola,1300,52,3,2,1,2th,True,furnished,heat pump,F,1906.0,M5,180.0,3,4+4,"Two-bedroom, in historic building, with elevator, near metro M5."
ML-2025-00865,24/03/2025,NoLo,1800,109,3,2,1,2,False,furnished,autonomous,G,1943.0,M1,180.0,1,student,
ML-2025-02179,2025-02-24,Lambrate,1350,85,4,3,2,2th,False,furnished,autonomous,F,1979.0,,140.0,2,4+4,
ML-2025-02315,02/17/2025,Lorenteggio,600,52,3,2,1,2,False,partly furnished,autonomous,F,,,80.0,1,temporary,"Two-bedroom, in historic building."
ML-2025-02033,2025-02-10,città studi,€ 550,29 sqm,2,1,1,5,True,partly furn.,autonomous,E,1929.0,M2,,2,3+2,"Studio, in historic building, with elevator, near metro M2."
ML-2025-01789,16/01/2025,Quadrilatero,1750,52,2,2,1,first,False,furnished,central,G,,M1,,3,4+4,"One-bedroom, in historic building, near metro M1."
ML-2025-00069,25 March 2025,Porta Venezia,1950,92,4,3,1,3th,False,furnished,central,G,1903.0,M1,80.0,2,3+2,"Apartment, in historic building, near metro M1."
ML-2025-01897,2025-03-24,Bicocca,800,49,2,1,1,7,True,partly furnished,heat pump,C,2006.0,M5,80.0,1,temporary,"One-bedroom, with elevator, near metro M5."
ML-2025-01425,2025-01-20,Lorenteggio,550,48,2,1,1,7th,True,Unfurnished,autonomous,E,1992.0,,150.0,2,4+4,
ML-2025-01458,1 March 2025,Lambrate,950,53,2,1,1,4,True,furnished,autonomous,,1952.0,M2,180.0,2,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-00109,2024-11-07,Navigli,2450,98,4,4,1,1,True,unfurnished,central,A2,2018.0,M2,200.0,2,4+4,"Apartment, recently built, with elevator, near metro M2."
ML-2025-01080,2024-12-10,Corvetto,1050,71,4,4,2,8th,True,furnished,autonomous,E,1987.0,M3,80.0,3,3+2,"Apartment, with elevator, near metro M3."
ML-2025-00656,2024-10-20,Porta Romana,1350,68,3,2,1,G,False,unfurn.,centr.,G,1968.0,M3,140.0,1,student,"Two-bedroom, near metro M3."
ML-2025-00708,2025-01-11,Greco,€ 1350,85 sqm,3,2,1,6th,True,furn.,autonomous ,,1997.0,,,1,temporary,"Two-bedroom, with elevator, near metro M1."
ML-2025-01772,2025-02-18,Affori,900,70,3,2,1,1st,False,unfurnished,central,E,1977.0,,120.0,2,4+4,"Two-bedroom, near metro M3."
ML-2025-00442,2025-01-19,Lorenteggio,650,59,3,2,1,4,True,unfurnished,autonomous,,1961.0,,270.0,3,4+4,"Two-bedroom, with elevator."
ML-2025-00872,2025-02-04,Isola,1150,59,3,2,1,ground,False,unfurnished,AUTONOMOUS,,1973.0,M5,190.0,1,temporary,"Two-bedroom, near metro M5."
ML-2025-01998,07/10/2024,Porta Venezia,1500,71,3,2,2,2,True,partly furnished,autonomous,F,1971.0,M1,200.0,1,temporary,"Two-bedroom, with elevator, near metro M1."
ML-2025-02463,24/12/2024,Bicocca,800,46,3,2,1,2,False,furnished,autonomous,G,,M5,150.0,1,temporary,"Two-bedroom, in historic building, near metro M5."
ML-2025-00035,2025-02-04,Lorenteggio,600,65,2,1,2,1st,False,unfurnished,auto.,G,1967.0,,180.0,3,3+2,One-bedroom.
ML-2025-00707,2024-12-05,Porta Garibaldi,1950,83,4,3,2,5,True,unfurnished,heat pump,D,2005.0,M5,80.0,3,4+4,"Apartment, with elevator, near metro M5."
ML-2025-00111,27/11/2024,Isola,1650,69,4,3,1,5th,True,furnished,central,E,1993.0,M5,210.0,3,3+2,"Apartment, with elevator, near metro M5."
ML-2025-01177,2024-12-02,Affori,1000,80,3,2,1,4,True,unfurnished,autonomous,G,1920.0,M3,320.0,3,3+2,"Two-bedroom, in historic building, with elevator, near metro M3."
ML-2025-02389,11/24/2024,Lambrate,500,29,1,1,1,8,True,unfurnished,heat pump,,2002.0,M2,120.0,2,4+4,"Studio, with elevator, near metro M2."
ML-2025-01099,2025-02-28,Affori,1300,75,4,4,2,5,True,furnished,autonomous,D,1993.0,M3,200.0,2,4+4,"Apartment, with elevator, near metro M3."
ML-2025-01774,02/08/2025,Lorenteggio,700,63,2,1,1,1,False,furnished,heat pump,G,1959.0,,270.0,3,3+2,One-bedroom.
ML-2025-01164,2024-11-29,de angeli,1950,89,3,2,1,ground,False,furnished,autonomous,F,1946.0,M1,280.0,2,4+4,"Two-bedroom, in historic building, near metro M1."
ML-2025-02039,2024-10-20,Navigli,1100,47,3,2,1,G,False,partly furnished,autonomous,F,1963.0,M2,110.0,3,4+4,"Two-bedroom, near metro M2."
ML-2025-01556,2025-01-13,Navigli,1450,79,4,3,1,2,False,partly furnished,central,G,1910.0,M2,120.0,3,4+4,"Apartment, in historic building, near metro M2."
ML-2025-00305,2025-01-28,De Angeli,450,32,1,1,1,3,False,unfurnished,autonomous,G,1933.0,M1,70.0,1,temporary,"Studio, in historic building, near metro M1."
ML-2025-00857,21/03/2025,Brera,2800,78,4,3,1,0,False,furn.,autonomous,,,M2,110.0,3,4+4,
ML-2025-02486,11/12/2024,Lorenteggio,900,69,3,2,1,1,False,furnished,central,G,1946.0,,130.0,1,temporary,"Two-bedroom, in historic building."
ML-2025-00764,2025-03-05,De Angeli,1150,66,3,2,1,1,False,partly furnished,autonomous,G,1944.0,M1,140.0,3,4+4,
ML-2025-00263,2024-11-17,Porta Romana,1050,51,2,1,1,4,True,furnished,central,,1930.0,M3,270.0,2,4+4,
ML-2025-00856,23/11/2024,Magenta,1550,77,3,3,1,1,False,partly furnished,autonomous,,1914.0,M1,270.0,3,4+4,"Two-bedroom, in historic building, near metro M1."
ML-2025-00443,2024-12-28,Tortona,2750,130,5,4,2,2,True,partly furnished,heat pump,,1998.0,M2,240.0,2,3+2,"Large apartment, with elevator, near metro M2."
ML-2025-01100,2025-02-26,PORTA GARIBALDI,1850,58,4,4,1,8th,True,furnished,autonomous,C,1992.0,M5,190.0,1,temporary,"Apartment, with elevator, near metro M5."
ML-2025-01900,2025-03-25,Affori,650,48,2,1,1,3,False,unfurnished, autonomous,E,1975.0,M3,90.0,2,3+2,"One-bedroom, near metro M3."
ML-2025-01336,2025-03-26,Bicocca,900,45,1,1,1,2th,True,furnished,CENTR.,E,1994.0,M5,80.0,3,4+4,"Apartment, with elevator, near metro M5."
ML-2025-01867,2024-10-14,Brera,3550,106,3,2,1,2,True,furnished,autonomous,G,,M2,300.0,2,3+2,"Large apartment, in historic building, with elevator, near metro M2."
ML-2025-00026,10/02/2025,Zone Affori,1150,81,4,3,1,ground floor,True,unfurnished,central,D,2003.0,M3,230.0,3,3+2,"Apartment, with elevator, near metro M3."
ML-2025-00759,21/10/2024,Baggio,1850,145,5,4,2,6,True,furnished,central,E,1994.0,,110.0,3,3+2,"Large apartment, with elevator."
ML-2025-00458,2024-10-05,Città Studi,800,39,3,2,1,3th,False,furnished,Autonomous,,1978.0,M2,,2,3+2,
ML-2025-02170,2025-01-12,Porta Garibaldi,1400,66,2,1,2,8,True,Unfurnished,autonomous,D,2010.0,M2,220.0,2,4+4,
ML-2025-01472,13/03/2025,De Angeli,1200,64,4,4,2,3,False,furnished,autonomous,,1979.0,M1,210.0,3,4+4,"Apartment, near metro M1."
ML-2025-00720,21/01/2025,De Angeli,€ 1150,59 sqm,3,2,1,1,False,unfurnished,central,F,1920.0,M1,,1,temporary,"Two-bedroom, in historic building, near metro M1."
ML-2025-01862,2025-01-10,Bicocca,1550,71,4,3,1,7,True,furnished,autonomous,D,2007.0,M5,140.0,2,3+2,"Apartment, with elevator, near metro M5."
ML-2025-00123,11/21/2024,Isola,1400,53,1,1,1,7th,True,partly furnished,CENTR.,D,2008.0,M5,230.0,3,4+4,
ML-2025-01653,2025-02-24,Isola,2100,87,5,4,1,7th,True,partly furn.,autonomous,D,2004.0,M5,180.0,2,4+4,"Apartment, with elevator, near metro M5."
ML-2025-00561,01/19/2025,Lambrate,1100,77,3,2,2,8,True,unfurnished,central,D,1980.0,M2,70.0,3,4+4,
ML-2025-01276,2024-12-22,Porta Venezia,850,40,2,1,1,2th,False,furnished,central,F,1930.0,M1,80.0,1,temporary,"One-bedroom, in historic building, near metro M1."
ML-2025-00367,09/12/2024,Lorenteggio,1350,88,5,4,1,3,True,furnished,central,E,1986.0,,220.0,2,4+4,"Apartment, with elevator."
ML-2025-01575,2024-12-04,Navigli,2350,87,3,2,2,1,True,furnished,central,A3,2019.0,M2,130.0,3,4+4,"Two-bedroom, recently built, with elevator, near metro M2."
ML-2025-01373,2024-12-27,Quarto Oggiaro,1050,116,5,4,2,2,False,furnished,autonomous,,1949.0,M3,200.0,1,temporary,"Large apartment, in historic building, near metro M3."
ML-2025-02220,10/14/2024,Porta Venezia,1400,54,2,1,1,2,True,partly furnished,autonomous,C,2013.0,M1,80.0,3,3+2,
ML-2025-02225,26/12/2024,Centro Storico,4450,170,5,4,2,3,True,partly furnished,autonomous,G,1962.0,M1,190.0,2,4+4,"Large apartment, with elevator, near metro M1."
ML-2025-01537,2025-01-21,Magenta,1100,61,3,2,1,5,True,unfurnished,central,,1939.0,M2,70.0,2,3+2,"Two-bedroom, in historic building, with elevator, near metro M2."
ML-2025-02193,2025-01-02,Lambrate,1600,99,4,3,2,2,True,unfurnished,autonomous,,1991.0,M2,190.0,3,4+4,"Apartment, with elevator, near metro M2."
ML-2025-01086,2024-12-18,Città Studi,1100,58,3,2,1,5,True,UNFURNISHED,heat pump,D,1998.0,M2,120.0,1,temporary,"Two-bedroom, with elevator, near metro M2."
ML-2025-01782,2024-11-17,Baggio,1100,71,3,2,1,2,True,FURNISHED,autonomous,A1,2016.0,,180.0,3,4+4,
ML-2025-01775,2024-11-01,Affori,700,55,2,1,1,5th,True,furnished,Central,F,1982.0,M3,140.0,2,4+4,"One-bedroom, with elevator, near metro M3."
ML-2025-02260,22/01/2025,NoLo,1950,93,4,3,1,ground,True,partly furnished,AUTONOMOUS,D,1997.0,M1,60.0,1,student,"Apartment, with elevator, near metro M1."
ML-2025-02349,2024-11-14,Sempione,1350,67,3,2,2,1st,False,unfurnished,autonomous,E,1953.0,M5,140.0,3,3+2,"Two-bedroom, near metro M5."
ML-2025-01185,2025-01-18,Porta Venezia,1300,50,1,1,1,3,True,furnished,autonomous,,1994.0,M1,70.0,2,3+2,"Apartment, with elevator, near metro M1."
ML-2025-00681,24/03/2025,Greco,750,47,3,2,1,5,True,Partly furnished,autonomous,E,1971.0,M1,190.0,1,temporary,
ML-2025-01005,2025-02-01,Greco,1050,76,3,2,1,first,True,partly furnished,autonomous,D,1993.0,,100.0,3,4+4,"Two-bedroom, with elevator, near metro M1."
ML-2025-00306,01/11/2025,Lorenteggio,1050,75,3,3,2,GF,True,partly furnished,heat pump,E,2003.0,,250.0,2,3+2,"Two-bedroom, with elevator."
ML-2025-02506,2 January 2025,Sempione,1850,103,4,3,1,5th,True,unfurnished,AUTONOMOUS,C,1992.0,M5,,3,4+4,"Large apartment, with elevator, near metro M5."
ML-2025-00534,12/10/2024,Bocconi,2550,92,3,2,1,3,False,furnished,autonomous,F,1973.0,M3,130.0,1,student,"Two-bedroom, near metro M3."
ML-2025-00845,09/02/2025,Porta Romana,1600,64,2,1,2,GF,False,furnished,autonomous,G,1927.0,M3,110.0,2,4+4,"One-bedroom, in historic building, near metro M3."
ML-2025-00677,6 November 2024,Porta Venezia,1100,44,1,1,1,2,False,furnished,central,G,1931.0,M1,290.0,1,temporary,"Apartment, in historic building, near metro M1."
ML-2025-02061,01/24/2025,Quadrilatero,1500,31,1,1,1,7,True,furnished,autonomous,,1990.0,M1,210.0,3,3+2,
ML-2025-01608,11/22/2024,Greco,1350,95,4,3,2,2,True,unfurn.,autonomous,A2,2018.0,,120.0,1,student,
ML-2025-00943,2024-11-10,Bicocca,600,36,1,1,1,8,True,partly furnished,autonomous,D,1988.0,,190.0,2,4+4,"Studio, with elevator, near metro M5."
ML-2025-00743,02/19/2025,De Angeli,€ 1150,73 sqm,3,2,1,1,False,partly furnished,autonomous,G,1951.0,M1,,2,3+2,
ML-2025-01852,02/12/2024,Greco,1100,69,4,3,2,1,False,furnished,autonomous,D,1974.0,M1,130.0,3,4+4,
ML-2025-01792,2025-01-15,De Angeli,1100,55,3,2,1,3th,True,unfurnished,autonomous,,1924.0,M1,310.0,2,4+4,"Two-bedroom, in historic building, with elevator, near metro M1."
ML-2025-01650,12/03/2025,Lambrate,1450,69,3,2,1,5th,True,furnished,autonomous,B,2019.0,M2,70.0,3,4+4,"Two-bedroom, recently built, with elevator, near metro M2."
ML-2025-01788,2025-01-02,Bicocca,800,36,1,1,1,3th,True,furnished,central,B,2015.0,M5,90.0,1,temporary,"Studio, recently built, with elevator, near metro M5."
ML-2025-02255,2025-02-15,Baggio,2250,140,5,4,2,3,True,furnished,autonomous,,2004.0,,120.0,2,3+2,"Large apartment, with elevator."
ML-2025-02194,2024-12-15,Bocconi,1400,61,4,3,1,3th,True,unfurnished,central,,1990.0,M3,200.0,3,3+2,"Apartment, with elevator, near metro M3."
ML-2025-00183,7 March 2025,Corvetto,900,60,3,2,1,3,True,furnished,autonomous,C,2010.0,M3,90.0,3,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-01697,2025-01-31,Centro Storico,3000,71,3,2,2,6th,True,furnished,Central,A1,2017.0,M1,220.0,3,3+2,"Two-bedroom, recently built, with elevator, near metro M1."
ML-2025-00839,08/03/2025,Sempione,1950,71,2,1,1,7,True,furnished,central,B,2023.0,M5,210.0,3,3+2,"One-bedroom, recently built, with elevator, near metro M5."
ML-2025-00101,02/01/2025,Centro Storico,2000,77,3,2,2,2,False,furnished,central,F,1938.0,M3,130.0,3,4+4,"Two-bedroom, in historic building, near metro M3."
ML-2025-02295,2025-03-20,Centro Storico,1400,47,3,2,1,7th,True,FURNISHED,autonomous,D,1995.0,M3,230.0,1,temporary,"Two-bedroom, with elevator, near metro M3."
ML-2025-00339,03/02/2025,Città Studi,2200,101,4,3,2,1st,False,furnished,heat pump,,1913.0,M2,200.0,3,4+4,"Large apartment, in historic building, near metro M2."
ML-2025-02360,2024-10-24,Porta Romana,€ 1550,63 sqm,3,2,1,2,True,furnished,autonomous,,1961.0,M3,,2,4+4,"Two-bedroom, with elevator, near metro M3."
ML-2025-01305,2025-01-06,Lambrate,700,46,2,1,1,5,True,unfurnished,central,,1947.0,M2,240.0,1,temporary,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-02302,2025-01-26,Sempione,1200,59,2,1,1,8,True,partly furnished,Autonomous,D,1992.0,M1,220.0,2,4+4,"One-bedroom, with elevator, near metro M1."
ML-2025-00994,2025-03-14,Sempione,2800,134,5,4,2,5th,True,unfurnished, autonomous,B,2008.0,M5,,3,3+2,"Large apartment, with elevator, near metro M5."
ML-2025-02107,19/03/2025,Quarto Oggiaro,350,41,2,1,1,4,True,partly furnished,central,G,,M3,140.0,2,4+4,"One-bedroom, in historic building, with elevator, near metro M3."
ML-2025-02365,2024-12-16,Sempione,900,52,1,1,1,5,True,partly furnished,autonomous,G,,M1,140.0,1,temporary,"Apartment, in historic building, with elevator, near metro M1."
ML-2025-01821,2025-01-18,Navigli,800,43,2,1,1,4,True,partly furnished,central,G,1949.0,M2,190.0,1,temporary,"One-bedroom, in historic building, with elevator, near metro M2."
ML-2025-02336,2025-02-26,Tortona,1350,70,2,1,2,1,False,unfurnished,AUTONOMOUS,E,1957.0,M2,310.0,2,4+4,"One-bedroom, near metro M2."
ML-2025-00863,03/12/2024,Bocconi,2050,65,2,1,1,6th,True,furnished,autonomous,A,2006.0,M3,130.0,3,4+4,
ML-2025-02322,2025-03-16,Lambrate,1800,98,3,2,1,GF,True,furnished,Heat pump,E,1993.0,M2,160.0,2,4+4,"Two-bedroom, with elevator, near metro M2."
ML-2025-01576,2024-12-30,PORTA VENEZIA,950,48,2,1,1,first,False,partly furnished,Autonomous,,,M1,180.0,1,temporary,"One-bedroom, in historic building, near metro M1."
ML-2025-02500,2025-01-25,NoLo,2450,139,4,3,2,3,False,partly furnished,central,F,1956.0,M2,200.0,2,4+4,"Large apartment, near metro M2."
ML-2025-01030,24/11/2024,Greco,1050,84,4,3,1,5,True,partly furnished,autonomous,,1981.0,M1,60.0,3,4+4,"Apartment, with elevator, near metro M1."
ML-2025-00011,21 October 2024,Centro Storico,2000,86,3,2,2,3,True,unfurnished,autonomous,F,1960.0,M1,280.0,2,4+4,"Two-bedroom, with elevator, near metro M1."
ML-2025-01997,2024-10-22,Lorenteggio,1500,104,3,2,2,1,False,furn.,autonomous,,1954.0,,150.0,2,4+4,Large apartment.
ML-2025-02151,2025-02-11,Porta Garibaldi,2600,124,5,4,2,0,False,unfurnished,autonomous,F,1974.0,M2,180.0,2,4+4,"Large apartment, near metro M2."
ML-2025-00455,08/03/2025,Porta Venezia,1650,83,4,3,1,2th,False,partly furnished,autonomous,F,1920.0,M1,290.0,2,4+4,"Apartment, in historic building, near metro M1."
ML-2025-02197,01/12/2024,Città Studi,1400,51,2,1,1,4,True,furnished,heat pump,B,2010.0,M2,60.0,3,4+4,"One-bedroom, with elevator, near metro M2."
ML-2025-00777,2024-12-25,Navigli,2350,124,4,3,2,2,False,unfurnished,heat pump,E,1975.0,M2,310.0,3,3+2,"Large apartment, near metro M2."
ML-2025-01507,11/12/2024,Sempione,1250,55,4,3,1,2th,False,furn.,heat pump,G,1937.0,M1,300.0,2,3+2,"Apartment, in historic building, near metro M1."
ML-2025-00160,2024-10-16,De Angeli,1650,91,3,2,1,ground floor,False,unfurnished,central,F,,M1,320.0,2,3+2,"Two-bedroom, in historic building, near metro M1."
ML-2025-02121,2025-03-17,Greco,2350,130,6,5,2,5,True,furnished,autonomous,A,2015.0,M1,90.0,2,4+4,"Large apartment, recently built, with elevator, near metro M1."
ML-2025-01429,20/10/2024,Bicocca,600,35,3,2,1,5th,True,PARTLY,heat pump,,1990.0,M5,60.0,3,4+4,"Studio, with elevator, near metro M5."
ML-2025-01581,2025-03-31,Navigli,2350,94,4,3,1,3th,False,furnished,heat pump,G,1937.0,M2,90.0,1,temporary,"Apartment, in historic building, near metro M2."
ML-2025-01123,2025-01-06,Quarto Oggiaro,500,61,2,1,2,3,False,unfurnished,central,F,1976.0,M3,160.0,1,temporary,"One-bedroom, near metro M3."
ML-2025-00278,2024-11-18,Bicocca,1700,87,4,3,2,1,True,partly furnished,autonomous,D,1994.0,M5,140.0,3,4+4,"Apartment, with elevator, near metro M5."
ML-2025-00146,2024-11-20,Zone Brera,2800,86,4,3,2,2,True,unfurnished,autonomous,F,1938.0,,320.0,3,4+4,"Apartment, in historic building, with elevator, near metro M3."
ML-2025-00120,18/02/2025,Bocconi,2200,84,5,4,2,8,True,furnished,autonomous,C,2010.0,,100.0,3,3+2,"Apartment, with elevator, near metro M3."
ML-2025-01981,2024-11-07,Magenta,1150,52,3,3,1,2th,False,partly furnished,central,G,1966.0,M1,320.0,2,4+4,"Two-bedroom, near metro M1."
ML-2025-00516,02/04/2025,Centro Storico,3450,119,4,3,2,1,False,furnished,autonomous,,1954.0,M3,200.0,2,4+4,"Large apartment, near metro M3."
ML-2025-02246,2024-12-22,Città Studi,400,21,2,1,1,4th,True,partly,autonomous,D,2006.0,M2,220.0,2,4+4,"Studio, with elevator, near metro M2."
ML-2025-01570,2025-02-21,NoLo,2650,140,5,4,2,8th,True,furnished,autonomous,E,1989.0,M2,160.0,2,4+4,"Large apartment, with elevator, near metro M2."
ML-2025-01536,2025-01-24,Porta Romana,1700,65,4,3,2,6,True,furnished,autonomous,E,1998.0,M3,220.0,3,4+4,"Apartment, with elevator, near metro M3."
ML-2025-00667,28/02/2025,Navigli,1200,55,4,3,1,ground floor,False,furn.,autonomous,F,,,130.0,2,4+4,"Apartment, in historic building, near metro M2."
ML-2025-01207,2024-12-16,Lambrate,1000,64,2,1,2,first,False,partly furnished,autonomous,E,1962.0,,130.0,2,4+4,"One-bedroom, near metro M2."
ML-2025-01617,14/02/2025,Lorenteggio,600,48,3,3,1,1st,False,partly furnished,autonomous,,1944.0,,190.0,2,4+4,"Two-bedroom, in historic building."
ML-2025-02396,2024-11-20,Porta Garibaldi,1450,58,3,2,1,4th,True,partly furnished,autonomous,,1964.0,M5,160.0,1,student,"Two-bedroom, with elevator, near metro M5."
ML-2025-00422,2025-01-19,Affori,750,65,2,1,1,3,False,partly furnished,autonomous,G,1905.0,M3,240.0,1,temporary,"One-bedroom, in historic building, near metro M3."
ML-2025-00085,2025-02-09,Isola,1750,66,3,3,1,7,True,partly furnished,AUTONOMOUS,A,2017.0,M5,220.0,2,3+2,"Two-bedroom, recently built, with elevator, near metro M5."
ML-2025-00015,2025-03-12,Magenta,2100,104,4,3,1,1st,False,unfurnished,autonomous,G,1921.0,M1,230.0,2,4+4,"Large apartment, in historic building, near metro M1."
ML-2025-02118,01/07/2025,Bicocca,950,59,3,2,1,4,True,FURNISHED,central,G,1936.0,M5,240.0,1,temporary,"Two-bedroom, in historic building, with elevator, near metro M5."
ML-2025-02253,2025-03-21,Lambrate,850,67,3,2,2,2th,False,unfurnished,autonomous,G,1961.0,M2,250.0,3,3+2,"Two-bedroom, near metro M2."
